urls
https://patents.google.com/patent/US20200337625A1/en?oq=US2020%2f0337625A1
https://patents.google.com/patent/WO2020212952A1/en?oq=WO2020212952A1
https://patents.google.com/patent/WO2020212951A1/en?oq=WO2020212951A1
https://patents.google.com/patent/WO2020212948A1/en?oq=WO2020212948A1
https://patents.google.com/patent/US20200215297A1/en?oq=20200215297
https://patents.google.com/patent/WO2019161050A1/en?oq=WO+2019%2f161050+A1
https://patents.google.com/patent/WO2019079742A1/en?q=CL%3dpsilocybin&country=WO&num=100
https://patents.google.com/patent/US20190082990A1/en?oq=US20190082990A1
https://patents.google.com/patent/US20200147038A1/en?oq=+WO+2018%2f195455+A1
https://patents.google.com/patent/US10596378B2/en?oq=10596378
https://patents.google.com/patent/US20200038658A1/en?oq=US2020%2f0038658A1
https://patents.google.com/patent/US20160378928A1/en
https://patents.google.com/patent/US20120108510A1/en?oq=US+2012%2f0108510+A1
https://patents.google.com/patent/US6425764B1/en
https://patents.google.com/patent/US5718247A/en?oq=5718247
https://patents.google.com/patent/US4955390A/en?oq=US4955390A
https://patents.google.com/patent/US20170276676A1/en?oq=US20170276676A1
https://patents.google.com/patent/US20160262680A1/en?assignee=akili&country=US
https://patents.google.com/patent/US10559221B2/en?assignee=akili&country=US
https://patents.google.com/patent/WO2019161050A1/en?oq=WO+2019%2f161050+A1
https://patents.google.com/patent/US20190159716A1/en?assignee=akili&country=US
https://patents.google.com/patent/US20200060603A1/en?assignee=akili&country=US
https://patents.google.com/patent/US20190216392A1/en?assignee=akili&country=US
https://patents.google.com/patent/US20200151439A1/en?assignee=akili&country=US&page=1
https://patents.google.com/patent/US20200114115A1/en?assignee=akili&country=US&page=1
https://patents.google.com/patent/US20190343447A1/en?assignee=akili&country=US&page=1
https://patents.google.com/patent/US10593221B1/en?assignee=akili&country=US&page=1
https://patents.google.com/patent/US20190261908A1/en?assignee=akili&country=US&page=1
https://patents.google.com/patent/US20200118686A1/en?assignee=akili&country=US&page=1
https://patents.google.com/patent/US20200174557A1/en?assignee=akili&country=US&page=1
https://patents.google.com/patent/US20180315499A1/en?q=%22digital+health%22&oq=%22digital+health%22
https://patents.google.com/patent/US20190019581A1/en?oq=20190019581
https://patents.google.com/patent/US20190088366A1/en?assignee=cognoa&oq=cognoa
https://patents.google.com/patent/US20190043618A1/en?assignee=cognoa&oq=cognoa
https://patents.google.com/patent/US20170069216A1/en?assignee=cognoa&oq=cognoa
https://patents.google.com/patent/US20200147038A1/en?q=psychedelics&assignee=eleusis&oq=eleusis+and+psychedelics
https://patents.google.com/patent/WO2019079742A8/en?q=psychedelics&assignee=eleusis&oq=eleusis+and+psychedelics
https://patents.google.com/patent/US20200194121A1/en?q=%22digital+health%22&country=US&sort=new
https://patents.google.com/patent/US20200185102A1/en?q=%22digital+health%22&country=US&sort=new
https://patents.google.com/patent/US20170193171A1/en?assignee=%22lyra+health%22&country=US
https://patents.google.com/patent/US20170262609A1/en?assignee=%22lyra+health%22&country=US
https://patents.google.com/patent/US20170351830A1/en?assignee=%22lyra+health%22&country=US
https://patents.google.com/patent/US10706964B2/en?assignee=%22lyra+health%22&country=US
https://patents.google.com/patent/US20100037170A1/en?inventor=Brent+Poole
https://patents.google.com/patent/US9693724B2/en?assignee=mindstrong&oq=mindstrong
https://patents.google.com/patent/US20130117040A1/en?assignee=omada+health&oq=omada+health
https://patents.google.com/patent/US20140214443A1/en?assignee=omada&oq=omada
https://patents.google.com/patent/US20140214442A1/en?assignee=omada&oq=omada
https://patents.google.com/patent/US20140222454A1/en?assignee=omada&oq=omada
https://patents.google.com/patent/US20170344726A1/en?assignee=omada&oq=omada
https://patents.google.com/patent/US20190355454A1/en?assignee=opya&oq=opya
https://patents.google.com/patent/US20190348168A1/en?assignee=opya&oq=opya
https://patents.google.com/patent/US20200187777A1/en?assignee=%22pear+therapeutics%22&oq=%22pear+therapeutics%22
